"region1","year","co2","pop","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Latin America and the Carribean",2006,1478358.82333333,543034035,6077212.92499491,11187.0696784012,2.72187098373503,40859391.4126667
"Latin America and the Carribean",2007,1526564.046,549688765.333333,6453482.3126896,11735.3985649118,2.7767811669733,42385955.4586667
"Latin America and the Carribean",2008,1569613.25233333,556335552.666666,6836369.14203076,12283.9453042373,2.8210359404258,43955568.711
"Latin America and the Carribean",2009,1582556.626,562968218.666666,7061365.8971983,12542.5119568715,2.81133909427418,45538125.337
"Latin America and the Carribean",2010,1621666.60966667,569516270.333333,7311337.44457679,12836.1405272766,2.84720390652973,47159791.9466667
"Latin America and the Carribean",2011,1660497.17833333,575880526.666666,7589118.69489327,13173.5502247059,2.88263256312265,48820289.125
"Latin America and the Carribean",2012,1737345.13233333,582101289,7970174.2715932,13689.2193842731,2.98413972814217,50557634.2573333
"Latin America and the Carribean",2013,1795219.52933333,588200523.666666,8264634.54551996,14048.9547825224,3.05150014559834,52352853.7866667
"Latin America and the Carribean",2014,1842568.02333333,594328005.333333,8456695.54184635,14227.9978745332,3.10007266793198,54195421.81
"Latin America and the Carribean",2015,1854764.69733333,600386836,8575467.30035245,14283.5670601121,3.08961622456744,56050186.5073333
"Latin America and the Carribean",2016,1831511.14033333,605788085.333333,8580850.10722375,14165.7964511792,3.02385131053431,57881697.6476667
"Latin America and the Carribean",2017,1793537.20933333,611000032,8584189.43230072,14049.9521316473,2.93588565293766,59675234.857
"Latin America and the Carribean",2018,1746279.94033333,616104945.666666,8612902.20661959,13979.4728997281,2.8350104589715,61421514.7973333
"Latin America and the Carribean",2019,1716509.08433333,621911180.045073,8671738.75842387,13944.1410617234,2.76049728861004,63138023.8816667
"Latin America and the Carribean",2020,1645912.51266667,627963682.070113,8496501.06283939,13534.3913018973,2.62201060179575,64783936.3943333
"Latin America and the Carribean",2021,1648134.13166667,634027650.445774,8477002.52486177,13371.2846102141,2.59965394488277,66432070.526
"Latin America and the Carribean",2022,1662726.386,639386161.875226,8566954.58018767,13395.737338999,2.59978921495321,68094796.912
